Sentence,Language,Structure,Tense
"বিড়ালটা সোফার নিচে লুকিয়ে থাকবে কারণ সে ভয় পায়, এবং নিরাপদ মনে হলে বের হবে।",Bangla,Compound-complex,Future
সে কি পার্টিতে টুপি পরেছিল?,Bangla,Simple,Past
"She paints landscapes on weekends, and she feels relaxed because painting calms her.",English,Compound-complex,Present
"এই শীতের রাতে যে নরম কম্বলটা আমাকে গরম রাখে, তা কত আরামদায়ক!",Bangla,Complex,Present
"আমি আমার শোবার ঘরের দেয়াল রং করব, এবং আগামী সপ্তাহে রঙ ঠিক করার পর ফার্নিচার সরাব।",Bangla,Compound-complex,Future
He will drive to the airport tomorrow.,English,Simple,Future
লেখার জন্য পেন্সিল ব্যবহার করো যদি পরে মুছে ফেলার দরকার হয়।,Bangla,Complex,Present
Do you know whether she works late sometimes?,English,Complex,Present
সে কি পিয়ানো শেখে?,Bangla,Simple,Present
"সে যাতায়াতের সময় পডকাস্ট শুনত, আর প্রতিদিন নতুন কিছু শিখত।",Bangla,Compound,Past
Does she practice piano every day so that she can improve quickly?,English,Complex,Present
আগামী মাসে আমরা কত মজার ক্যাম্পিং ট্রিপ করব!,Bangla,Simple,Future
Does my friend travel a lot for work?,English,Simple,Present
"তোমার নাম পরিষ্কার করে লেখো, আর বড় হাতের অক্ষর ব্যবহার করো যেন সহজে পড়া যায়।",Bangla,Compound-complex,Present
তারা হ্রদের পাশে একটি কেবিন ভাড়া নিয়েছিল কারণ তারা শান্ত একটা সপ্তাহান্ত চেয়েছিল।,Bangla,Complex,Past
নির্দেশনাগুলো মনোযোগ দিয়ে শোনো যাতে ঠিকভাবে অনুসরণ করতে পারো।,Bangla,Complex,Present
"Does the cat like to play with toys, or does it prefer resting when it’s tired?",English,Compound-complex,Present
"How well the flowers bloom when spring arrives, and how vibrant they appear as the sun warms the earth!",English,Compound-complex,Present
"Clean the whiteboard after class so it’s ready for the next lesson, and erase all marks carefully.",English,Compound-complex,Present
তোমার ডেস্ক পরিষ্কার ও গুছানো রাখো যাতে সহজে জিনিস খুঁজে পাও।,Bangla,Complex,Present
তারা পার্টির জন্য অতিথির আগমনের আগে ঘর পরিষ্কার করবে।,Bangla,Complex,Future
এটা কত শান্তিপূর্ণ একটি রাত হবে!,Bangla,Simple,Future
গতকাল আমি পার্সেলটি পোস্ট করেছি যদিও পোস্ট অফিসে প্রচুর ভিড় ছিল।,Bangla,Complex,Past
What a lively crowd cheers when the team scores a goal!,English,Complex,Present
ঘাসের ঢালে পিকনিক কত আনন্দদায়ক হবে!,Bangla,Simple,Future
"She bakes cookies for her family, and they love homemade treats.",English,Compound,Present
How calmly she faced the challenge!,English,Simple,Past
Does the clock tick loudly?,English,Simple,Present
তোমার কাছে কী সুশৃঙ্খল বইয়ের স্তূপ আছে!,Bangla,Simple,Present
"রান্না শেষ হলে ওভেন বন্ধ করো যাতে দুর্ঘটনা এড়ানো যায়, এবং ঠান্ডা হলে ওভেন পরিষ্কার করো যাতে পরেরবার ব্যবহারের জন্য প্রস্তুত থাকে।",Bangla,Compound-complex,Present
সে দৌড়ানোর সময় পডকাস্ট শোনে যেন সময়টা দ্রুত কাটে।,Bangla,Complex,Present
"দোকান সকাল ১০টায় খুলবে, এবং দরজা খোলার আগে গ্রাহকরা লাইনে দাঁড়াবে।",Bangla,Compound-complex,Future
"সে কি প্রতিদিন মেকআপ করে, নাকি শুধু বিশেষ দিনে?",Bangla,Compound,Present
"সে জুতা বাঁধে, তারপর দৌড় শুরু করে।",Bangla,Compound,Present
How quickly the snow covered the ground!,English,Simple,Past
তুমি অনুগ্রহ করে কাজের জন্য প্রস্তুত হয়ে হাজির হবে।,Bangla,Simple,Future
সে কি প্রতিদিন সন্ধ্যায় খবর দেখে যাতে আপডেট থাকে?,Bangla,Complex,Present
